ARS,AVL,BOU,BHA,BUR,CHE,CRY,EVE,LEI,LIV,MCI,MUN,NEW,NOR,SHU,SOU,TOT,WAT,WHU,WOL
742,704,583,619,626,658,576,626,741,962,910,702,582,675,583,642,744,552,726,776
633,630,457,647,577,754,608,735,782,894,864,572,632,449,614,722,665,574,531,662
