Kevin De Bruyne,Gabriel Jesus,Riyad Mahrez,Bernardo Silva,David Silva,Rodri,Kyle Walker,Fernandinho,Ederson,Marcus Rashford,Anthony Martial,Daniel James,Scott McTominay,Mason Greenwood,Andreas Pereira,David de Gea,Juan Mata,Jesse Lingard,Ashley Young,Harry Maguire,Aaron Wan-Bissaka,Fred,Gerard Deulofeu,Andre Gray,Ismaila Sarr,Roberto Pereyra,Will Hughes,Etienne Capoue,Craig Cathcart,Ben Foster,Craig Dawson,Christian Kabasele,Jamie Vardy,James Maddison,Youri Tielemans,Ricardo Pereira,Wilfred Ndidi,Ben Chilwell,Jonny Evans,Harvey Barnes,Kasper Schmeichel,Demarai Gray,Dennis Praet,Jordan Ayew,Wilfried Zaha,Patrick van Aanholt,Jeffrey Schlupp,Luka Milivojevic,Andros Townsend,Joel Ward,Martin Kelly,James Tomkins,James McCarthy,Christian Benteke,James McArthur,Gary Cahill,Vicente Guaita,Harry Wilson,Callum Wilson,Joshua King,Steve Cook,Ryan Fraser,Adam Smith,Dominic Solanke,Lewis Cook,Jefferson Lerma,Diego Rico,Aaron Ramsdale,Philip Billing,Chris Wood,Ashley Barnes,Jay Rodriguez,Jeff Hendrick,Robbie Brady,James Tarkowski,Dwight McNeil,Aaron Lennon,Ashley Westwood,Jack Cork,Erik Pieters,Matthew Lowton,Ben Mee,Nick Pope,Diogo Jota,Romain Saiss,Patrick Cutrone,Matt Doherty,Jonny,Leander Dendoncker,Pedro Neto,Conor Coady,Neal Maupay,Adam Webster,Lewis Dunk,Leandro Trossard,Aaron Connolly,Shane Duffy,Glenn Murray,Mat Ryan,Aaron Mooy,Dale Stephens,Dan Burn,Steven Alzate,Danny Ings,James Ward-Prowse,Moussa Djenepo,Jannik Vestergaard,Nathan Redmond,Ryan Bertrand,Jack Stephens,Shane Long,Oriol Romeu,Sofiane Boufal,Angus Gunn,Jan Bednarek,Stuart Armstrong,Che Adams,Aaron Cresswell,Andriy Yarmolenko,Angelo Ogbonna,Robert Snodgrass,Mark Noble,Manuel Lanzini,Felipe Anderson,Pablo Fornals,Issa Diop,Declan Rice,Ryan Fredericks,Pierre-Emerick Aubameyang,Alexandre Lacazette,David Luiz,Nicolas Pepe,Sokratis,Calum Chambers,Lucas Torreira,Gabriel Martinelli,Bernd Leno,Granit Xhaka,Sead Kolasinac,Dani Ceballos,Matteo Guendouzi,Joe Willock,Richarlison,Dominic Calvert-Lewin,Bernard,Alex Iwobi,Gylfi Sigurdsson,Tom Davies,Michael Keane,Theo Walcott,Morgan Schneiderlin,Seamus Coleman,Jordan Pickford,Mason Holgate,Moise Kean,Lucas Digne,Djibril Sidibe,Yerry Mina,Jonjo Shelvey,Jetro Willems,Joelinton,Allan Saint-Maximin,Jamaal Lascelles,Andy Carroll,Paul Dummett,Christian Atsu,Isaac Hayden,Martin Dubravka,Sean Longstaff,Tammy Abraham,Christian Pulisic,Mason Mount,Willian,Fikayo Tomori,Jorginho,Michy Batshuayi,Mateo Kovacic,Kurt Zouma,Emerson,Kepa,Callum Hudson-Odoi,Mohamed Salah,Roberto Firmino,Divock Origi,Virgil van Dijk,Georginio Wijnaldum,James Milner,Jordan Henderson,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Fabinho,Harry Kane,Dele Alli,Son Heung-Min,Lucas Moura,Moussa Sissoko,Tanguy NDombele Alvaro,Jan Vertonghen,Christian Eriksen,Toby Alderweireld,Danny Rose,Harry Winks,Paulo Gazzaniga,Serge Aurier,Lys Mousset,John Fleck,Oliver McBurnie,John Lundstram,George Baldock,Callum Robinson,Enda Stevens,Dean Henderson,John Egan,Chris Basham,Oliver Norwood,David McGoldrick,Jack Grealish,Wesley,Anwar El Ghazi,John McGinn,Douglas Luiz,Conor Hourihane,Matt Targett,Tyrone Mings,Tom Heaton,Frederic Guilbert,Marvelous Nakamba,Teemu Pukki,Todd Cantwell,Alexander Tettey,Kenny McLean,Sam Byram,Tim Krul,Ibrahim Amadou,Max Aarons,Ben Godfrey,Jamal Lewis,Tom Trybull,Marco Stiepermann,Marc Albrighton,Hamza Choudhury,Ainsley Maitland-Niles,Bukayo Saka,Javier Manquillo,Alisson,Chris Mepham,Phil Foden,Luke Shaw,Adrian Mariappa,Ryan Bennett,Alex McCarthy,Fabian Delph,DeAndre Yedlin,Joseph Gomez,Erik Lamela,Giovani Lo Celso,Billy Sharp,Ahmed Elmohamady,Raheem Sterling,Sergio Agüero,Ilkay Gündogan,Nicolás Otamendi,Victor Lindelöf,Abdoulaye Doucouré,Kiko Femenía,Ayoze Pérez,Caglar Söyüncü,Cheikhou Kouyaté,Nathan Aké,Raúl Jiménez,Adama Traoré,Rúben Neves,João Moutinho,Rui Patrício,Pascal Groß,Davy Pröpper,Martín Montoya,Pierre-Emile Højbjerg,Cédric Soares,Sébastien Haller,Fabian Schär,Federico Fernández,Miguel Almirón,N&#039;Golo Kanté,César Azpilicueta,Sadio Mané,Davinson Sánchez,Trézéguet,Björn Engels,Onel Hernández,Emiliano Buendía,Jack O&#039;Connell,John Stones,Angelino,João Cancelo,Oleksandr Zinchenko,Benjamin Mendy,Brandon Williams,Paul Pogba,Troy Deeney,Tom Cleverley,José Holebas,Daryl Janmaat,Adam Masina,Nathaniel Chalobah,Wes Morgan,Christian Fuchs,Max Meyer,Mamadou Sakho,Dan Gosling,Simon Francis,Jack Stacey,Arnaut Danjuma Groeneveld,Johann Berg Gudmundsson,Phil Bardsley,Charlie Taylor,Willy Boly,Rúben Vinagre,Yves Bissouma,Solly March,Michael Obafemi,Maya Yoshida,Kevin Danso,Yan Valery,Michail Antonio,Fabián Balbuena,Pablo Zabaleta,Carlos Sánchez,Lukasz Fabianski,Jack Wilshere,Arthur Masuaku,Albian Ajeti,Roberto Jiménez,Mesut Özil,Reiss Nelson,André Gomes,Ciaran Clark,Yoshinori Muto,Dwight Gayle,Emil Krafth,Marcos Alonso,Andreas Christensen,Ross Barkley,Antonio Rüdiger,Reece James,Joel Matip,Adam Lallana,Adrián,Dejan Lovren,Hugo Lloris,Eric Dier,Ben Davies,Muhamed Besic,Luke Freeman,Neil Taylor,Keinan Davis,Jota,Jonathan Kodjia,Ezri Konsa Ngoyo,Henri Lansbury,Mario Vrancic,Josip Drmic,Dennis Srbeny,Moritz Leitner,Grant Hanley,Christoph Zimmermann
M,A,M,M,M,M,D,M,G,A,M,M,M,A,M,G,M,M,D,D,D,M,A,A,M,M,M,M,D,G,D,D,A,M,M,D,M,D,D,M,G,M,M,A,M,D,M,M,M,D,D,D,M,A,M,D,G,M,A,A,D,M,D,A,M,M,D,G,M,A,A,A,M,M,D,M,M,M,M,D,D,D,G,A,D,A,D,D,M,M,D,A,D,D,M,A,D,A,G,M,M,D,M,A,M,M,D,M,D,D,A,M,M,G,D,M,A,D,M,D,M,M,M,M,M,D,M,D,A,A,D,M,D,D,M,A,G,M,D,M,M,M,M,A,M,M,M,M,D,M,M,D,G,D,A,D,D,D,M,D,A,M,D,A,D,M,M,G,M,A,M,M,M,D,M,A,M,D,D,G,M,M,A,A,D,M,M,M,M,D,D,M,A,M,M,M,M,M,D,M,D,D,M,G,D,A,M,A,D,D,A,D,G,D,D,M,A,M,A,M,M,M,M,D,D,G,D,M,A,M,M,M,D,G,M,D,D,D,M,M,M,M,D,M,D,G,D,M,D,D,D,G,D,D,D,M,M,A,D,M,A,M,D,D,M,D,M,D,M,D,A,M,M,M,G,M,M,D,M,D,A,D,D,M,M,D,M,D,M,D,M,M,D,D,D,D,D,D,D,M,A,M,D,D,D,M,D,D,M,D,M,D,D,M,M,D,D,D,M,M,M,A,D,D,D,A,D,D,M,G,M,D,A,G,M,M,M,D,M,A,D,D,D,M,D,D,D,M,G,D,G,M,D,M,M,D,A,A,A,D,M,M,A,A,M,D,D
