ARS (H),ARS (A),AVL (H),AVL (A),BOU (H),BOU (A),BHA (H),BHA (A),BUR (H),BUR (A),CHE (H),CHE (A),CRY (H),CRY (A),EVE (H),EVE (A),LEI (H),LEI (A),LIV (H),LIV (A),MCI (H),MCI (A),MUN (H),MUN (A),NEW (H),NEW (A),NOR (H),NOR (A),SHU (H),SHU (A),SOU (H),SOU (A),TOT (H),TOT (A),WAT (H),WAT (A),WHU (H),WHU (A),WOL (H),WOL (A)
671,717,490,601,441,584,499,636,575,730,757,687,641,608,616,697,629,760,1080,1187,878,986,622,771,561,675,444,544,710,624,744,537,663,878,505,605,493,546,704,704
